block_text,block_label
"| p61_res_data_config_parameter | 19 |
| p61_res_group_num             | 91 |
| p61_req_group_num | 91 |
| p61_res_status                | 2  |
| p62_req_fast_download   | 1                         |
Then I should receive the 61.x Configuration Read response from terminal with params:
| p62_req_unpack_flag     | 0                         |
| p62_req_file_name       | ArcOnGuard-SDE-AES128.apk |
| p61_req_index_num | 1  |
| p61_res_index_num             | 1  |
| p62_res_file_length | @regexp:.\d* |
When I send a 61.x Configuration Read message to the terminal with:
| p62_req_encoding_format | B                         |
Then I should receive the 62.x Write File response from terminal with params:
Scenario: Enable OGSDE DUKPT with AES192 Encryption Configuration
| p62_res_status      | 0            |
When I have successfully sent ""Files/p2p_encryptions/ArcOnGuard-SDE-AES128.apk"" file using these params:
@aes192",Unknown
"Then I should receive the 00.x Offline response from terminal with params:
Given I send a 00.x Offline message to the terminal with params:
| p00_req_reason_code | 0000 |
| p00_res_reason_code | 0000 |
And I Wait until Element ""title"" contains ""This Lane Closed""",Precondition
"Given I send a 00.x Offline message to the terminal with params:
| p00_res_reason_code | 0000 |
| p00_req_reason_code | 0000 |
And I Wait until Element ""title"" contains ""This Lane Closed""
Then I should receive the 00.x Offline response from terminal with params:",Precondition
"| p62_req_file_name       | ArcOnGuard-SDE-AES192.apk |
| p61_res_status                | 2  |
| p61_req_index_num | 1  |
When I have successfully sent ""Files/p2p_encryptions/ArcOnGuard-SDE-AES192.apk"" file using these params:
| p62_req_unpack_flag     | 0                         |
Then I should receive the 61.x Configuration Read response from terminal with params:
| p62_res_status      | 0            |
| p61_res_index_num             | 1  |
| p61_res_data_config_parameter | 19 |
Then I should receive the 62.x Write File response from terminal with params:
Scenario: Enable OGSDE DUKPT with AES256 Encryption Configuration
| p62_res_file_length | @regexp:.\d* |
| p61_res_group_num             | 91 |
| p61_req_group_num | 91 |
| p62_req_encoding_format | B                         |
When I send a 61.x Configuration Read message to the terminal with:
| p62_req_fast_download   | 1                         |
@aes256",Unknown
"Then I should receive the 62.x Write File response from terminal with params:
When I have successfully sent ""Files/p2p_encryptions/ArcOnGuard-SDE-AES192.apk"" file using these params:
| p62_res_file_length | @regexp:.\d* |
| p61_req_group_num | 91 |
Scenario: Enable OGSDE DUKPT with AES256 Encryption Configuration
| p62_res_status      | 0            |
| p61_res_status                | 2  |
| p61_res_group_num             | 91 |
Then I should receive the 61.x Configuration Read response from terminal with params:
@aes256
| p61_req_index_num | 1  |
| p61_res_data_config_parameter | 19 |
When I send a 61.x Configuration Read message to the terminal with:
| p62_req_file_name       | ArcOnGuard-SDE-AES192.apk |
| p62_req_encoding_format | B                         |
| p62_req_unpack_flag     | 0                         |
| p61_res_index_num             | 1  |
| p62_req_fast_download   | 1                         |",Unknown
"Given I send a 00.x Offline message to the terminal with params:
And I Wait until Element ""title"" contains ""This Lane Closed""
| p00_req_reason_code | 0000 |
| p00_res_reason_code | 0000 |
Then I should receive the 00.x Offline response from terminal with params:",Precondition
"Then I should receive the 00.x Offline response from terminal with params:
| p00_res_reason_code | 0000 |
| p00_req_reason_code | 0000 |
And I Wait until Element ""title"" contains ""This Lane Closed""
Given I send a 00.x Offline message to the terminal with params:",Precondition
"| p62_req_unpack_flag     | 0                         |
Scenario: Enable RSA Encryption Configuration
Then I should receive the 62.x Write File response from terminal with params:
| p62_req_fast_download   | 1                         |
Then I should receive the 61.x Configuration Read response from terminal with params:
@secbin @rsa @msr @me @dme @emv @cless @00x @62x @61x @p2p @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
| p62_req_encoding_format | B                         |
When I send a 61.x Configuration Read message to the terminal with:
| p61_res_index_num             | 1  |
Feature: Enable RSA Encryption Configuration
| p62_res_status      | 0            |
| p61_res_group_num             | 91 |
| p61_req_group_num | 91 |
| p61_req_index_num | 1  |
| p62_req_file_name       | ArcOnGuard-SDE-AES256.apk |
When I have successfully sent ""Files/p2p_encryptions/ArcOnGuard-SDE-AES256.apk"" file using these params:
| p61_res_data_config_parameter | 19 |
| p61_res_status                | 2  |
| p62_res_file_length | @regexp:.\d* |",Unknown
"| p62_req_fast_download   | 1                         |
When I have successfully sent ""Files/p2p_encryptions/ArcOnGuard-SDE-AES256.apk"" file using these params:
| p61_res_status                | 2  |
| p62_res_status      | 0            |
| p62_req_unpack_flag     | 0                         |
Then I should receive the 61.x Configuration Read response from terminal with params:
@secbin @rsa @msr @me @dme @emv @cless @00x @62x @61x @p2p @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
Then I should receive the 62.x Write File response from terminal with params:
| p61_res_data_config_parameter | 19 |
| p61_req_index_num | 1  |
Feature: Enable RSA Encryption Configuration
When I send a 61.x Configuration Read message to the terminal with:
| p62_req_file_name       | ArcOnGuard-SDE-AES256.apk |
| p61_req_group_num | 91 |
| p62_req_encoding_format | B                         |
Scenario: Enable RSA Encryption Configuration
| p62_res_file_length | @regexp:.\d* |
| p61_res_index_num             | 1  |
| p61_res_group_num             | 91 |",Unknown
"Given I send a 00.x Offline message to the terminal with params:
| p00_req_reason_code | 0000 |
| p00_res_reason_code | 0000 |
Then I should receive the 00.x Offline response from terminal with params:",Precondition
"| p00_res_reason_code | 0000 |
| p00_req_reason_code | 0000 |
Then I should receive the 00.x Offline response from terminal with params:
Given I send a 00.x Offline message to the terminal with params:",Precondition
"| p62_res_status      | 0           |
| p62_req_encoding_format | B               |
| p61_req_index_num | 1  |
| p62_res_file_length | @regexp:\d* |
| p62_req_fast_download   | 1               |
Then I should receive the 62.x Write File response from terminal with params:
| p62_req_file_name       | ArcRSA-OAEP.apk |
Then I should receive the 61.x Configuration Read response from terminal with params:
When I send a 61.x Configuration Read message to the terminal with:
| p61_res_status                | 2  |
| p61_req_group_num | 91 |
Scenario: Enable Voltage TEP2 Encryption Configuration
| p61_res_group_num             | 91 |
| p61_res_index_num             | 1  |
When I have successfully sent ""Files/p2p_encryptions/ArcRSA-OAEP.apk"" file using these params:
| p62_req_unpack_flag     | 0               |
@p2p @secbin @msr @me @dme @emv @cless @voltage @tep2 @00x @62x @61x @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
| p61_res_data_config_parameter | 9  |
Feature: Enable Voltage TEP2 Encryption Configuration",Unknown
"| p62_req_file_name       | ArcRSA-OAEP.apk |
| p61_res_group_num             | 91 |
When I have successfully sent ""Files/p2p_encryptions/ArcRSA-OAEP.apk"" file using these params:
| p62_req_encoding_format | B               |
@p2p @secbin @msr @me @dme @emv @cless @voltage @tep2 @00x @62x @61x @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
When I send a 61.x Configuration Read message to the terminal with:
| p62_req_fast_download   | 1               |
| p61_res_index_num             | 1  |
Feature: Enable Voltage TEP2 Encryption Configuration
Then I should receive the 61.x Configuration Read response from terminal with params:
| p62_req_unpack_flag     | 0               |
Then I should receive the 62.x Write File response from terminal with params:
| p61_res_data_config_parameter | 9  |
Scenario: Enable Voltage TEP2 Encryption Configuration
| p62_res_status      | 0           |
| p62_res_file_length | @regexp:\d* |
| p61_req_index_num | 1  |
| p61_res_status                | 2  |
| p61_req_group_num | 91 |",Unknown
"Given I send a 00.x Offline message to the terminal with params:
And I Wait until Element ""title"" contains ""This Lane Closed""
Then I should receive the 00.x Offline response from terminal with params:
| p00_req_reason_code | 0000 |
| p00_res_reason_code | 0000 |",Precondition
"| p00_req_reason_code | 0000 |
Given I send a 00.x Offline message to the terminal with params:
| p00_res_reason_code | 0000 |
And I Wait until Element ""title"" contains ""This Lane Closed""
Then I should receive the 00.x Offline response from terminal with params:",Precondition
"| p62_req_fast_download   | 1                            |
Then I should receive the 61.x Configuration Read response from terminal with params:
| p90_res_etb      | @regexp:.* |
| p62_req_unpack_flag     | 0                            |
| p90_res_status   | 0          |
| p62_res_file_length | @regexp:.\d* |
When I have successfully sent ""Files/p2p_encryptions/voltage_5_default-signed.apk"" file using these params:
| p90_res_function | 0          |
| p62_req_file_name       | voltage_5_default-signed.apk |
| p90_req_function | 0 |
| p61_res_index_num             | 1  |
Scenario: Enable Voltage TEP4 Encryption Configuration
| p61_res_data_config_parameter | 5  |
| p62_res_status      | 0            |
Feature: Enable Voltage TEP4 Encryption Configuration
| p61_req_group_num | 91 |
| p61_res_status                | 2  |
| p61_req_index_num | 1  |
Then I should receive the 62.x Write File response from terminal with params:
| p62_req_encoding_format | B                            |
| p61_res_group_num             | 91 |
When I send a 90.x MSR Encryption message to the terminal with:
When I send a 61.x Configuration Read message to the terminal with:
Then I should receive the 90.x MSR Encryption response from terminal with params:
@p2p @secbin @voltage @tep4 @msr @me @dme @emv @cless @00x @61x @62x @p2p @dx8000 @ex8000 @dx4000 @rx5000 @rx7000",Unknown
"| p61_req_group_num | 91 |
| p62_req_unpack_flag     | 0                            |
When I send a 90.x MSR Encryption message to the terminal with:
| p90_res_etb      | @regexp:.* |
| p90_res_function | 0          |
| p61_res_group_num             | 91 |
| p61_res_index_num             | 1  |
@p2p @secbin @voltage @tep4 @msr @me @dme @emv @cless @00x @61x @62x @p2p @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
| p62_res_file_length | @regexp:.\d* |
Then I should receive the 90.x MSR Encryption response from terminal with params:
| p62_res_status      | 0            |
When I send a 61.x Configuration Read message to the terminal with:
| p61_req_index_num | 1  |
Then I should receive the 61.x Configuration Read response from terminal with params:
| p90_req_function | 0 |
Scenario: Enable Voltage TEP4 Encryption Configuration
| p62_req_file_name       | voltage_5_default-signed.apk |
| p90_res_status   | 0          |
| p62_req_fast_download   | 1                            |
Feature: Enable Voltage TEP4 Encryption Configuration
When I have successfully sent ""Files/p2p_encryptions/voltage_5_default-signed.apk"" file using these params:
Then I should receive the 62.x Write File response from terminal with params:
| p62_req_encoding_format | B                            |
| p61_res_status                | 2  |
| p61_res_data_config_parameter | 5  |",Unknown
